7, 9, 0
7, 10, 0
7, 9, 0
7, 9, 0
7, 9, 0
7, 10, 0
7, 9, 0
7, 10, 0
7, 10, 0
7, 10, 0
7, 9, 0
7, 10, 0
7, 9, 0
7, 10, 0
7, 10, 0
7, 10, 0
7, 9, 0
7, 10, 0
7, 8, 0
5, 6, 0
6, 7, 0
5, 6, 0
5, 6, 0
6, 8, 0
4, 5, 0
5, 6, 0
5, 7, 0
5, 7, 0
6, 7, 0
6, 9, 0
5, 6, 0
6, 8, 0
6, 8, 0
6, 6, 0
7, 9, 0
5, 7, 0
6, 7, 0
7, 9, 0
5, 7, 0
6, 6, 0
6, 7, 0
6, 6, 0
8, 9, 1
6, 8, 0
6, 8, 0
7, 7, 0
8, 8, 1
8, 10, 0
7, 9, 0
7, 9, 0
6, 8, 0
7, 8, 0
6, 8, 0
5, 8, 0
6, 7, 0
5, 8, 0
5, 8, 0
6, 7, 0
6, 8, 0
8, 9, 1
6, 8, 0
6, 9, 0
7, 9, 0
6, 8, 0
6, 7, 0
6, 7, 0
5, 6, 0
5, 6, 0
4, 6, 0
4, 5, 0
4, 5, 0
5, 7, 0
4, 6, 0
5, 7, 0
5, 7, 0
6, 8, 0
6, 9, 0
5, 7, 0
5, 7, 0
4, 6, 0
5, 6, 0
5, 6, 0
5, 7, 0
5, 6, 0
5, 7, 0
6, 7, 0
6, 8, 0
7, 8, 0
7, 8, 0
7, 8, 0
7, 8, 0
7, 8, 0
7, 8, 0
6, 8, 0
6, 8, 0
6, 8, 0
6, 8, 0
5, 7, 0
6, 7, 0
5, 7, 0
